,string, length,Score,Unit,Batch
50,fDi7BrfJgnpgMKHX22oNXDHj8,25,545.945,ns/op,20
51,d6unKNKYkG81QGtrfidloxsEl,25,519.670,ns/op,20
52,WnGFVGTn6qFGKAUzmsHW2HzYG4,26,525.499,ns/op,20
53,g4uWri9NxktzIsMhyw4LSpXaYP,26,543.819,ns/op,20
54,79DIyqMDBRLK8l5A246IuuvXaZD,27,517.171,ns/op,20
55,4vPNx1NipRazxBdJBzCSXekSg6g,27,527.481,ns/op,20
56,Aq9Nkyj3eyg4J6Y61lN67daYn6ZS,28,527.820,ns/op,20
57,0ktRvDfeUyxE2TTbqJ6clabAGkUX,28,653.541,ns/op,20
58,oXpQcgWx9ZeDxvP28u8U0qr4APsvW,29,620.931,ns/op,20
59,B88SLIREcsUoVleQrs1hoqmUFDNFN,29,618.900,ns/op,20
60,nsmKagGiXgJunq4h4OTg8KexYjo2vy,30,623.520,ns/op,20
61,YfM7X9KfApGiHSfL8EJ4mACkN9sqjS,30,641.732,ns/op,20
62,Km2zuSYpwO4kYoPjoxLwcRkBrFgbnK1,31,661.330,ns/op,20
63,QGt4vFVJcCJU1BtvoyK4uHkvQ1UFsqB,31,667.535,ns/op,20
64,ZKllPWIJ22bOwDjFpG42krBfgljXvunH,32,616.100,ns/op,20
65,qL1ZdSo12YTirRiVLt69vwWFSLZ6pYxU,32,605.984,ns/op,20
66,kY4PCUfMRDb90zTa4K95f4Jc0gfir950O,33,620.583,ns/op,20
67,nak0Xtmpdqe02J41G5m6eZ3XKpDd4zyN2,33,621.529,ns/op,20
68,QK9QMV6y3k58M8iLTeQ9OudvxoYi2hmEIB,34,620.629,ns/op,20
69,4iPbDYAJQtYidwnI7dfn2Zi4I4cKqxIdW9,34,617.226,ns/op,20
70,cimqLv99daP87Wy2XOZZAWIgxIo1L9Ws3kt,35,627.143,ns/op,20
71,x20tLr2xDJuO0S4leLBiHLMytKgeesj6egO,35,593.825,ns/op,20
72,zj43Qu7tCgwtoMi8hXKDrHCBE0d9a5gGLavY,36,649.075,ns/op,20
73,6m6VhVhO0IONjukYGmEjKaUlk7SUYoNeH9aS,36,751.142,ns/op,20
74,SHEpDplQJVWyrWFv29Ltu5RVORCMQIyj1RDji,37,721.370,ns/op,20
75,HRGQgrZWu0ty5cGm0bFlVbq11s85ixYID26Cy,37,759.739,ns/op,20
76,pQksVE1TLFvygbQhLakBVopqKWng68toZf1PGS,38,783.616,ns/op,20
77,fTNlYmMDaOV0fKRG8fzWRIaUP6D20lovWLbrX4,38,727.599,ns/op,20
78,rRkw4HSZidWpekHLHYAFbUMVhi2Id1mbB1JvDvI,39,718.093,ns/op,20
79,Oa5b6qmgHksz1udz4wlbDaQMhKYpPlgoSGSohpO,39,734.754,ns/op,20
80,QVItQrFTQfytQj4kbuON4fT8ShC0Nw12fkCoSCyW,40,710.521,ns/op,20
81,0xZlvl5SSQnYcv9QKDfa8bKBFtD7dtGjYOcerAP0,40,708.288,ns/op,20
82,3EXdYRfcCu6Ccuetj1MXIffQgpMDx8UzFeZdcNgke,41,807.878,ns/op,20
83,uNhnwPB1W4QQse7CDeGgt4sKdHfnezlMoqNdCGjFO,41,713.420,ns/op,20
84,SFsTab4qOlI9qsAwP0NPwEefyc3GWmZFHjFncBv7s0,42,748.921,ns/op,20
85,rZctan3RMsO79dbQ2PNxQv1ZzWQG9MRLTAPXORQShK,42,707.585,ns/op,20
86,ECDZzgMx8Quqw6F3EoVKtO3i2gv7faZA1f9I2N5xv1v,43,731.557,ns/op,20
87,NzzvK8qPoiHgWCtYvhfDPeMHmkYcZE2y9lcM5YHDqMg,43,739.899,ns/op,20
88,KPVNsEwSYbxbNyFvRyWgNEys8LbsB0AmUuSNOVfrEiWO,44,718.368,ns/op,20
89,ZvkA5GWuurkkwvX3QmoAAOpnaKr7lVUce3q6LdXCVXPR,44,735.861,ns/op,20
90,IFiOZQpWp46bFuqCNwLaQNNUn8TrKoyBxaQ3mgGpHCEK7,45,874.747,ns/op,20
91,Yoh1Mv5vqNiJXFADHeno3RIlHBIfp1A2lM48wGSDpXoxj,45,891.115,ns/op,20
92,bVINhOTYne3nlVdZTVcnvybm2l3ijgXw5td2I2zSsLMeis,46,874.031,ns/op,20
93,RrRVukeCS6lX86oIiJ80LSqfPSpXFCYzC86cXv3mUjFXJn,46,815.205,ns/op,20
94,gNmgJSvvTkpuNMM7yiH73CxUQ4wAbzOMR5BKvHi00F4CN24,47,801.945,ns/op,20
95,DJemSI50IPLmkOwvp5QONVmJXprz6ZzoeJyPjEuFwCmV83j,47,822.724,ns/op,20
96,SOvZLDM1YMNuuNq8fT31881ObptVFjVvzhpRyA7ATwTL0OWV,48,868.765,ns/op,20
97,JwEaAOIw3gmVpkarnEDHBnf4OUFPnTcVfNmrwFF9LKlDjxFZ,48,872.427,ns/op,20
98,UqMBtp8P9V6yQ8D8lfwp1xpHDD9hKnx2rTLCigsAJXEj0dWu9,49,835.785,ns/op,20
99,mxbK0bfdMj9DRvHbijekrNm8BmGWFlzZtRjAzljrjFGg60NHr,49,859.084,ns/op,20
