,string, length,Score,Unit,Batch
48,Am2lTMDqX4s6mCLAkGQWMTuT,24,12312.733,ns/op,20
49,i9s0OOTr5U5yu97DypMw71lo,24,12325.837,ns/op,20
50,fDi7BrfJgnpgMKHX22oNXDHj8,25,13590.497,ns/op,20
51,d6unKNKYkG81QGtrfidloxsEl,25,12646.217,ns/op,20
52,WnGFVGTn6qFGKAUzmsHW2HzYG4,26,12887.339,ns/op,20
53,g4uWri9NxktzIsMhyw4LSpXaYP,26,13400.170,ns/op,20
54,79DIyqMDBRLK8l5A246IuuvXaZD,27,13342.395,ns/op,20
55,4vPNx1NipRazxBdJBzCSXekSg6g,27,13261.411,ns/op,20
56,Aq9Nkyj3eyg4J6Y61lN67daYn6ZS,28,13511.291,ns/op,20
57,0ktRvDfeUyxE2TTbqJ6clabAGkUX,28,13300.646,ns/op,20
58,oXpQcgWx9ZeDxvP28u8U0qr4APsvW,29,13802.813,ns/op,20
59,B88SLIREcsUoVleQrs1hoqmUFDNFN,29,13018.034,ns/op,20
60,nsmKagGiXgJunq4h4OTg8KexYjo2vy,30,13547.627,ns/op,20
61,YfM7X9KfApGiHSfL8EJ4mACkN9sqjS,30,14204.187,ns/op,20
62,Km2zuSYpwO4kYoPjoxLwcRkBrFgbnK1,31,15723.651,ns/op,20
63,QGt4vFVJcCJU1BtvoyK4uHkvQ1UFsqB,31,13853.688,ns/op,20
64,ZKllPWIJ22bOwDjFpG42krBfgljXvunH,32,13558.723,ns/op,20
65,qL1ZdSo12YTirRiVLt69vwWFSLZ6pYxU,32,13605.567,ns/op,20
66,kY4PCUfMRDb90zTa4K95f4Jc0gfir950O,33,14455.788,ns/op,20
67,nak0Xtmpdqe02J41G5m6eZ3XKpDd4zyN2,33,14313.912,ns/op,20
68,QK9QMV6y3k58M8iLTeQ9OudvxoYi2hmEIB,34,14054.336,ns/op,20
69,4iPbDYAJQtYidwnI7dfn2Zi4I4cKqxIdW9,34,14680.683,ns/op,20
70,cimqLv99daP87Wy2XOZZAWIgxIo1L9Ws3kt,35,14671.897,ns/op,20
71,x20tLr2xDJuO0S4leLBiHLMytKgeesj6egO,35,16680.564,ns/op,20
72,zj43Qu7tCgwtoMi8hXKDrHCBE0d9a5gGLavY,36,14069.153,ns/op,20
73,6m6VhVhO0IONjukYGmEjKaUlk7SUYoNeH9aS,36,14478.540,ns/op,20
74,SHEpDplQJVWyrWFv29Ltu5RVORCMQIyj1RDji,37,14444.776,ns/op,20
75,HRGQgrZWu0ty5cGm0bFlVbq11s85ixYID26Cy,37,14778.667,ns/op,20
76,pQksVE1TLFvygbQhLakBVopqKWng68toZf1PGS,38,15822.647,ns/op,20
77,fTNlYmMDaOV0fKRG8fzWRIaUP6D20lovWLbrX4,38,14293.050,ns/op,20
78,rRkw4HSZidWpekHLHYAFbUMVhi2Id1mbB1JvDvI,39,15246.033,ns/op,20
79,Oa5b6qmgHksz1udz4wlbDaQMhKYpPlgoSGSohpO,39,16388.448,ns/op,20
80,QVItQrFTQfytQj4kbuON4fT8ShC0Nw12fkCoSCyW,40,16770.615,ns/op,20
81,0xZlvl5SSQnYcv9QKDfa8bKBFtD7dtGjYOcerAP0,40,16206.564,ns/op,20
82,3EXdYRfcCu6Ccuetj1MXIffQgpMDx8UzFeZdcNgke,41,15542.185,ns/op,20
83,uNhnwPB1W4QQse7CDeGgt4sKdHfnezlMoqNdCGjFO,41,16934.931,ns/op,20
84,SFsTab4qOlI9qsAwP0NPwEefyc3GWmZFHjFncBv7s0,42,17587.207,ns/op,20
85,rZctan3RMsO79dbQ2PNxQv1ZzWQG9MRLTAPXORQShK,42,15593.443,ns/op,20
86,ECDZzgMx8Quqw6F3EoVKtO3i2gv7faZA1f9I2N5xv1v,43,15762.249,ns/op,20
87,NzzvK8qPoiHgWCtYvhfDPeMHmkYcZE2y9lcM5YHDqMg,43,15926.393,ns/op,20
88,KPVNsEwSYbxbNyFvRyWgNEys8LbsB0AmUuSNOVfrEiWO,44,15671.897,ns/op,20
89,ZvkA5GWuurkkwvX3QmoAAOpnaKr7lVUce3q6LdXCVXPR,44,15491.653,ns/op,20
90,IFiOZQpWp46bFuqCNwLaQNNUn8TrKoyBxaQ3mgGpHCEK7,45,16273.947,ns/op,20
91,Yoh1Mv5vqNiJXFADHeno3RIlHBIfp1A2lM48wGSDpXoxj,45,15844.332,ns/op,20
92,bVINhOTYne3nlVdZTVcnvybm2l3ijgXw5td2I2zSsLMeis,46,16257.491,ns/op,20
93,RrRVukeCS6lX86oIiJ80LSqfPSpXFCYzC86cXv3mUjFXJn,46,15957.807,ns/op,20
94,gNmgJSvvTkpuNMM7yiH73CxUQ4wAbzOMR5BKvHi00F4CN24,47,16386.807,ns/op,20
95,DJemSI50IPLmkOwvp5QONVmJXprz6ZzoeJyPjEuFwCmV83j,47,17223.799,ns/op,20
96,SOvZLDM1YMNuuNq8fT31881ObptVFjVvzhpRyA7ATwTL0OWV,48,24470.940,ns/op,20
97,JwEaAOIw3gmVpkarnEDHBnf4OUFPnTcVfNmrwFF9LKlDjxFZ,48,16134.139,ns/op,20
98,UqMBtp8P9V6yQ8D8lfwp1xpHDD9hKnx2rTLCigsAJXEj0dWu9,49,15862.471,ns/op,20
99,mxbK0bfdMj9DRvHbijekrNm8BmGWFlzZtRjAzljrjFGg60NHr,49,16786.336,ns/op,20
